EkspertizAI — Ekspertiz İstasyon Veri Giriş Tablosu,,,,,,,,,,,,,,,,,,,
"⚠ Sarı alanlar zorunludur. | Google Rating: Google Maps puanı (1-5) | Sponsor Seviyesi: 0=Ücretsiz, 1=Basic (500₺/ay), 2=Premium (1000₺/ay)",,,,,,,,,,,,,,,,,,,
Ad *,Franchise,İl *,İlçe *,Adres,Telefon *,Telefon 2,E-posta,Website,Google Maps URL,Google Rating,Enlem,Boylam,"Aktif mi?
(EVET/HAYIR)","Sponsorlu mu?
(EVET/HAYIR)","Sponsor
Seviyesi
(0/1/2)","Sponsor
Başlangıç
(GG.AA.YYYY)","Sponsor
Bitiş
(GG.AA.YYYY)",Notlar,"Google
Place ID"
ANTALYA OTO EKSPERTİZ,Bağımsız,Antalya,Kepez,"Kültür, 75. Yıl Cd. no:30, 07030 Kepez/Antalya, Türkiye",,,,,https://maps.google.com/?cid=4459395318182186688&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,8",,,EVET,HAYIR,0,,,,
Umran Antalya Kepez Oto Ekspertiz,Bağımsız,Antalya,Kepez,"Kültür, 75. Yıl Cd. No:34, 07090 Kepez/Antalya, Türkiye",0506 407 23 07,,,,https://maps.google.com/?cid=519742555674374918&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,6",,,EVET,HAYIR,0,,,,
UMRAN OTO EKSPERTİZ - MURATPAŞA,Bağımsız,Antalya,Muratpaşa,"Akay Turizm yanı, Yeşilova, Aspendos Blv. no:212/B, 07100 Muratpaşa/Antalya, Türkiye",0553 035 58 74,,,,https://maps.google.com/?cid=6483067658474999248&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,6",,,EVET,HAYIR,0,,,,
YAMANLAR AYDIN NAZİLLİ OTO EKSPERTİZ,Bağımsız,Aydın,Nazilli,"Ada dış kapı, Yeni Sanayi, 579.sokak No:1507 no:2A kat:1, 09800 Nazilli/Aydın, Türkiye",0533 477 09 20,,,,https://maps.google.com/?cid=10040282873601701083&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,8",,,EVET,HAYIR,0,,,,
Pilot Garage Aydın Oto Ekspertiz - Aydın Oto Ekspertiz,Pilot Garage,Aydın,Aydın Merkez,"Efeler, İzmir Blv. no:109 B, 09020 Aydın Merkez/Aydın, Türkiye",0531 224 81 42,,,,https://maps.google.com/?cid=1996512336950209873&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,6",,,EVET,HAYIR,0,,,,
Otorapor Aydın Nazilli Oto Ekspertiz,Otorapor,Aydın,Nazilli,"Yeni, 22/1. Sk. No: 25/A, 09800 Nazilli/Aydın, Türkiye",0501 009 40 93,,,,https://maps.google.com/?cid=10497183134302346736&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,8",,,EVET,HAYIR,0,,,,
Pilot Garage Nazilli Oto Ekspertiz,Pilot Garage,Aydın,Nazilli,"Yeni Sanayi Bölgesi, 579 Sokak No: 2 C (16 nolu BB, 09900 Nazilli/Aydın, Türkiye",0530 569 35 09,,,,https://maps.google.com/?cid=8012647749358174591&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,4",,,EVET,HAYIR,0,,,,
Dynobil Aydın Nazilli Oto Ekspertiz,Dynobil,Aydın,Nazilli,"Yeni Sanayi, 579 Sk. Galericiler Sitesi No:5, 09900 Nazilli/Aydın, Türkiye",0543 856 31 10,,,,https://maps.google.com/?cid=16538825378651738916&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,9",,,EVET,HAYIR,0,,,,
DYNOBİL OTO EKSPERTİZ AYDIN EFELER,Bağımsız,Aydın,Efeler,"Denizli bulvarı ılıcabaşı mahallesi No:115 Eşref Bitlis kavşağı (jandarma karşısı, Aygaz yanı, Ilıcabaşı, 09000 Efeler/Aydın, Türkiye",0546 747 51 00,,,,https://maps.google.com/?cid=9846644637384498136&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,9",,,EVET,HAYIR,0,,,,
Rs Oto Ekspertiz - Aydın Oto Ekspertiz,Bağımsız,Aydın,Efeler,"Ata, 696. Sk. Toptan Gıdacılar Çarşısı No: 3, 09010 Efeler/Aydın, Türkiye",0542 159 79 09,,,,https://maps.google.com/?cid=7311918145648616352&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
Umran Oto Ekspertiz - Aydın,Bağımsız,Aydın,Merkez,"Işıklı mah.2664 sok. No:1/A Efeler, İskarpin ayakkabı bitişiği, Zeybek, 09100 Merkez/Aydın, Türkiye",0552 848 09 09,,,,https://maps.google.com/?cid=1553889468178712443&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,8",,,EVET,HAYIR,0,,,,
Otorapor Aydın Efeler Oto Ekspertiz,Otorapor,Aydın,Efeler,"Ata, 1.Sanayi 613 Sokak No:7, 09010 Efeler/Aydın, Türkiye",0530 887 34 09,,,,https://maps.google.com/?cid=10135546239906825790&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,9",,,EVET,HAYIR,0,,,,
Auto King Oto Ekspertiz - Aydın,Auto King,Aydın,Efeler,"Ata, 694. Sk. No:2/b, 09010 Efeler/Aydın, Türkiye",0544 880 09 09,,,,https://maps.google.com/?cid=16389557014394858383&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,9",,,EVET,HAYIR,0,,,,
Arabam.com Oto Ekspertiz Nazilli,Arabam.com Oto Ekspertiz,Aydın,Nazilli,"Yeni Sanayi, 527. Sk. No:14 E D:4 BLOK, 09800 Nazilli/Aydın, Türkiye",0543 554 90 09,,,,https://maps.google.com/?cid=999166485730291238&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
İncirliova- Aydın Experix Kurumsal Oto Ekspertiz,Bağımsız,Aydın,İncirliova,"İstiklal Mah. İstiklal Cad, İstiklal, Şht. Asteğmen Süleyman Çamlıca Blv. No:183, 09610 İncirliova/Aydın, Türkiye",0507 451 66 25,,,,https://maps.google.com/?cid=13878963415912012094&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,9",,,EVET,HAYIR,0,,,,
Otolog Oto Ekspertiz Aydın,Bağımsız,Aydın,Efeler,"Zeybek, İzmir Blv. no:120/c, 09010 Efeler/Aydın, Türkiye",0532 138 25 73,,,,https://maps.google.com/?cid=628050360870837439&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
Otorapor Aydın Otonomi Oto Ekspertiz,Otorapor,Aydın,Efeler,"Tepecik Mahallesi 583.Sokak D Blok NO: 1, DC İç Kapı, Tepecik, NO: 4, 09020 Efeler/Aydın, Türkiye",0530 260 02 89,,,,https://maps.google.com/?cid=15006875317717690530&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,9",,,EVET,HAYIR,0,,,,
Aydın Oto Ekspertiz,Bağımsız,Aydın,Efeler,"Zeybek, İzmir Blv. No:235/81, 09020 Efeler/Aydın, Türkiye",,,,,https://maps.google.com/?cid=3705460392652533893&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,7",,,EVET,HAYIR,0,,,,
NAZİLLİ OTO EKSPERTİZ (ÇELEN),Bağımsız,Aydın,Nazilli,"Yeni Mahalle batı, Denizli Cd. no:78 A, 09800 Nazilli/Aydın, Türkiye",0535 438 22 52,,,,https://maps.google.com/?cid=6156453641806295020&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,4",,,EVET,HAYIR,0,,,,
Auto Kale Aydın Oto Ekspertiz,Auto Kale,Aydın,Efeler,"Zeybek, 1510. Sk. 3. Sanayi sitesi No:5, 09100 Efeler/Aydın, Türkiye",0544 491 46 00,,,,https://maps.google.com/?cid=18048872408628485574&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,9",,,EVET,HAYIR,0,,,,
Computest Nazilli Aytekin Oto Ekspertiz,Computest,Aydın,Nazilli,"Yeni Sanayi, 1032. Sk. No:16/A, 09800 Nazilli/Aydın, Türkiye",0541 133 52 38,,,,https://maps.google.com/?cid=2867349865733911409&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,3",,,EVET,HAYIR,0,,,,
Dyno Test Oto Ekspertiz Aydın,Bağımsız,Aydın,Efeler,"Aymas Galericiler Sitesi No:28, Zeybek, 09020 Efeler/Aydın, Türkiye",(0256) 219 04 00,,,,https://maps.google.com/?cid=96775693617459532&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"3,3",,,EVET,HAYIR,0,,,,
ÖDEMİŞ PERFORMANS OTO EKSPERTİZ TSE HYB BELGELİ,Bağımsız,Aydın,Ödemiş,"SANAYİ SİTESİ, Sanayi Cd. NO:99, 35750 Ödemiş/İzmir, Türkiye",0535 727 73 68,,,,https://maps.google.com/?cid=14932006760308081045&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,9",,,EVET,HAYIR,0,,,,
Arabam.com Oto Ekspertiz & Trink Sat Alım Noktası Sarayköy şubesi,Arabam.com Oto Ekspertiz,Aydın,Sarayköy,"başaranlar bp petrol ofis içinde otonomi karşısında, Beylerbeyi, 20030 Sarayköy/Denizli, Türkiye",,,,,https://maps.google.com/?cid=1038473936975976018&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,8",,,EVET,HAYIR,0,,,,
Pilot Garage Salihli Beş Eylül Oto Ekspertiz,Pilot Garage,Aydın,Salihli,"Gaziler, 539. Sk. No: 11, 45300 Salihli/Manisa, Türkiye",0532 493 50 45,,,,https://maps.google.com/?cid=3869931469798588326&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
Dynobil Otonomi Alaşehir Oto Ekspertiz,Dynobil,Aydın,Alaşehir,"Kurtuluş, Baklacıyolu Caddesi Otonomi Galericiler Sitesi F Blok No:1, 45600 Alaşehir/Manisa, Türkiye",0535 435 09 34,,,,https://maps.google.com/?cid=2943997431723551963&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
Pilot Garage Alaşehir Oto Ekspertiz,Pilot Garage,Aydın,Alaşehir,"Barış Mh. Osman Akça Tüccarlar Sitesi 6 Nolu Cd. No: 16, Barış, 45600 Alaşehir/Manisa, Türkiye",0545 633 06 12,,,,https://maps.google.com/?cid=6865488923665402529&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,6",,,EVET,HAYIR,0,,,,
Umran Oto Ekspertiz - Manisa Salihli,Bağımsız,Aydın,Salihli,"Zafer, 676. Sk. No:3/B, 45300 Salihli/Manisa, Türkiye",0547 440 45 45,,,,https://maps.google.com/?cid=13359924166764844249&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
Söke Pilot Garage - Oto Ekspertiz - Araç Kontrol Merkezi,Pilot Garage,Aydın,Söke,"CUMHURİYET MAHALLESİ ÇELİKEZ CADDESİ, Cumhuriyet, Banka Sk. NO:2/A, 09200 Söke/Aydın, Türkiye",(0256) 513 12 11,,,,https://maps.google.com/?cid=13862792896178472381&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,8",,,EVET,HAYIR,0,,,,
Kuşadasi Computest oto ekspertiz,Computest,Aydın,Kuşadası,"Kadınlar Denizi, Süleyman Demirel Blv. 1.sokak no 4/A, 09400 Kuşadası/Aydın, Türkiye",0534 316 15 15,,,,https://maps.google.com/?cid=15634526562411377808&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,7",,,EVET,HAYIR,0,,,,
Garantili Arabam Didim Oto Ekspertiz,Bağımsız,Aydın,Didim,"Akbük Yolu Üzeri (Alfemo Mobilya Yanı, Cumhuriyet, Cumhuriyet Cd. No:209/A, 09270 Didim/Aydın, Türkiye",0536 214 39 41,,,,https://maps.google.com/?cid=17416217953481598640&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,8",,,EVET,HAYIR,0,,,,
Oto Analiz Oto Ekspertiz Didim - Ecutuned Chiptuning,Bağımsız,Aydın,Didim,"Cumhuriyet mahallesi 1161 sk. no:2-h aydın didim Opet Petrol ve Büyük Migros Arkasında, Acar Ön Düzen Sokağında Ekinci Oto Servis Karşısında, Cumhuriyet, bektaşoglu sanayi sitesi, 09270 Didim/Aydın, Türkiye",0543 590 36 72,,,,https://maps.google.com/?cid=12701266984099895791&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
Pilot Garage Oto Ekspertiz Didim,Pilot Garage,Aydın,Didim,"No: (EMİN OTO, 75. Yıl, Sanayi Sitesi 2.Blok, 09270 Didim/Aydın, Türkiye",0532 242 27 82,,,,https://maps.google.com/?cid=12381505734000508077&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,7",,,EVET,HAYIR,0,,,,
DYNOBİL Didim Oto Ekspertiz,Bağımsız,Aydın,Didim,"OTOGAR KARŞISI, Cumhuriyet, 1087. Sk. No:52, 09295 Didim/Aydın, Türkiye",0546 561 23 66,,,,https://maps.google.com/?cid=11569275659358518887&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4,,,EVET,HAYIR,0,,,,
D Expert Aydın Otonomi Ekspertiz Merkezi,Bağımsız,Aydın,Efeler,"Aydın Otonomi, Tepecik, 853. Sok No: 1F, 09110 Efeler/Aydın, Türkiye",(0256) 340 04 04,,,,https://maps.google.com/?cid=18115150513073809754&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,6",,,EVET,HAYIR,0,,,,
Computest Efeler,Computest,Aydın,merkez,"Türkiye Aydın Zeybek, İzmir Blv, Zeybek, 09020 galericiler sitesi No:237, 09020 merkez/Aydın, Türkiye",0532 616 13 27,,,,https://maps.google.com/?cid=726353590796328211&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,3",,,EVET,HAYIR,0,,,,
Arabam.com Oto Ekspertiz & Trink Sat Alım Noktası Efeler/Aydın,Arabam.com Oto Ekspertiz,Aydın,Efeler,"Zeybek, 1510. Sk. No: 15, 09020 Efeler/Aydın, Türkiye",0850 759 9000,,,,https://maps.google.com/?cid=17301286431436996101&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"3,4",,,EVET,HAYIR,0,,,,
OTORAPOR AYDIN OTO EKSPERTİZ,Otorapor,Aydın,Merkez,"Ata Ata Mah. Gıdacılar Çarşısı 3 Caddesi 6/C Efeler, Merkez Bucağı Yeniköy, 09020 Merkez/Aydın, Türkiye",0530 887 34 09,,,,https://maps.google.com/?cid=375492699542705671&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,EVET,HAYIR,0,,,,
Pilot Garage Menderes Oto Ekspertiz,Pilot Garage,Aydın,Menderes,"Barbaros, 317 Sk No: 24/A, 35470 Menderes/İzmir, Türkiye",0532 592 62 05,,,,https://maps.google.com/?cid=17521227874011874725&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
Pilot Garage Kuşadası Oto Ekspertiz,Pilot Garage,Aydın,Kuşadası,"Değirmendere, Süleyman Demirel Blv. No: 71/C, 09400 Kuşadası/Aydın, Türkiye",0532 787 29 66,,,,https://maps.google.com/?cid=1042624165884485049&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,9",,,EVET,HAYIR,0,,,,
Kuşadası Oto Ekspertiz As Oto Ekspertiz,Bağımsız,Aydın,Kuşadası,"Kadınlar Denizi, 2. Sokak Kural İş Merkezi No:1/D, 09400 Kuşadası/Aydın, Türkiye",0549 514 09 04,,,,https://maps.google.com/?cid=15812419400177376074&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,9",,,EVET,HAYIR,0,,,,
Otorapor Aydın Kuşadası Oto Ekspertiz,Otorapor,Aydın,Kuşadası,"Eminoğlu Orman Ürn, Değirmendere, Sanayi Cd. 28. Sk. No:11, 09400 Kuşadası/Aydın, Türkiye",0531 709 79 46,,,,https://maps.google.com/?cid=8318269369106707341&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,3",,,EVET,HAYIR,0,,,,
DYNOBİL Kuşadası Oto Ekspertiz,Bağımsız,Aydın,Kuşadası,"The Cruise Alışveriş Merkezi Sitesi, Bayraklıdede, Selçuk Bulvarı No:43/A, 09400 Kuşadası/Aydın, Türkiye",0531 797 74 94,,,,https://maps.google.com/?cid=15113198982601875338&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,6",,,EVET,HAYIR,0,,,,
DYNOMOSS OTO EKSPERTİZ AKHİSAR,Bağımsız,Aydın,Akhisar,"Hacı İshak, Nuri Giyik Sanayi Sitesi No:21 Blok No:18, 45200 Akhisar/Manisa, Türkiye",0542 679 47 06,,,,https://maps.google.com/?cid=8712574152254615852&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
AS OTO Söke Oto Ekspertiz,Bağımsız,Aydın,Söke,"Yenicamii, Yüksel Yalova Cd. No:67/2, 09200 Söke/Aydın, Türkiye",0507 861 09 61,,,,https://maps.google.com/?cid=3465377144461164223&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,9",,,EVET,HAYIR,0,,,,
AUTOEXPER Söke Oto Ekspertiz,AutoExper,Aydın,Söke,"Cumhuriyet, Önder Sk. No:21, 09200 Söke/Aydın, Türkiye",0532 258 19 09,,,,https://maps.google.com/?cid=7205239529525553688&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,4",,,EVET,HAYIR,0,,,,
Arabam.com Oto Ekspertiz Trinksat Aydın Söke,Arabam.com Oto Ekspertiz,Aydın,Söke,"Cumhuriyet, Önder Sk. No:21, 09200 Söke/Aydın, Türkiye",0532 258 19 09,,,,https://maps.google.com/?cid=5345863670500936207&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,1",,,EVET,HAYIR,0,,,,
Dynobil Söke Oto Ekspertiz,Dynobil,Aydın,Söke,"Yenicamii, Bağarası Cd. no:26, 09200 Söke/Aydın, Türkiye",0545 554 16 24,,,,https://maps.google.com/?cid=17809029633888932069&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,8",,,EVET,HAYIR,0,,,,
Otorapor Aydın Çine Oto Ekspertiz,Otorapor,Aydın,Çine,"Cumhuriyet, Adnan Menderes Blv. No:34 D:H, 09520 Çine/Aydın, Türkiye",0532 151 09 48,,,,https://maps.google.com/?cid=17336866911756464833&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,2",,,EVET,HAYIR,0,,,,
Pilot Garage Balıkesir Altıeylül Oto Ekspertiz (Faruk Kula Cd. & Eski Kepsut Cd.),Pilot Garage,Balıkesir,Altıeylül,"Gümüsçesme, Faruk Kula Cd No:95, 10100 Altıeylül/Balıkesir, Türkiye",0533 766 79 59,,,,https://maps.google.com/?cid=13860295735577896240&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
DYNOBİL Balıkesir Altıeylül Oto Ekspertiz,Bağımsız,Balıkesir,Altıeylül,"Gaziosmanpaşa, Dokuma Cd. NO:81, 10010 Altıeylül/Balıkesir, Türkiye",0541 822 08 61,,,,https://maps.google.com/?cid=6184836466405615110&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
Otorapor Balıkesir Altıeylül Oto Ekspertiz,Otorapor,Balıkesir,Altıeylül,"Plevne, Yeni İzmir Cd 85/a, 10050 Altıeylül/Balıkesir, Türkiye",0536 652 14 13,,,,https://maps.google.com/?cid=10144210788509602639&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,6",,,EVET,HAYIR,0,,,,
D Expert Balıkesir Oto Ekspertiz Merkezi,Bağımsız,Balıkesir,Altıeylül,"Çayırhisar, Yeni İzmir Cd No:141/B, 10100 Altıeylül/Balıkesir, Türkiye",0850 223 5600,,,,https://maps.google.com/?cid=5490068906114652103&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"3,1",,,EVET,HAYIR,0,,,,
Otorapor Balıkesir Merkez Oto Ekspertiz,Otorapor,Balıkesir,Altıeylül,"Gümüsçesme, 453. Sok No:15, 10040 Altıeylül/Balıkesir, Türkiye",0539 606 04 77,,,,https://maps.google.com/?cid=4433127393367768698&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,8",,,EVET,HAYIR,0,,,,
arabam.com Oto Ekspertiz & Trink Sat Alım Noktası Altıeylül/Balıkesir,Arabam.com Oto Ekspertiz,Balıkesir,Altıeylül,"Plevne, 12090 Sokak No:3, 10050 Altıeylül/Balıkesir, Türkiye",0850 759 9000,,,,https://maps.google.com/?cid=17424131068836031546&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,3",,,EVET,HAYIR,0,,,,
Oto Ekspertiz - BALMOT,Bağımsız,Balıkesir,Altıeylül,"Gaziosmanpaşa Caddesi. 114. Sok. No 1. AKKAŞ2, Gaziosmanpaşa, 10100 Altıeylül/Balıkesir, Türkiye",0543 374 24 20,,,,https://maps.google.com/?cid=8222197640565339698&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
Yamanlar Oto Ekspertiz Balikesir,Bağımsız,Balıkesir,Karesi,"Paşa Alanı, 14. Sk. Yeni Sanayi Sitesi No:10A, 10100 Karesi/Balıkesir, Türkiye",0544 360 29 13,,,,https://maps.google.com/?cid=7638023118065667472&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
VavaCars Balıkesir Araç Alım Merkezi (Dynobil Oto Ekspertiz),Dynobil,Balıkesir,Altıeylül,"Gaziosmanpaşa, Dokuma Cd., 10100 Altıeylül/Balıkesir, Türkiye",0850 255 8282,,,,https://maps.google.com/?cid=11167492318501524226&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,EVET,HAYIR,0,,,,
Oto Ekspertiz,Bağımsız,Balıkesir,Balıkesir Merkez,"Gaziosmanpaşa OSB, Cumhuriyet Cd. 101A, 10020 Balıkesir Merkez/Balıkesir, Türkiye",,,,,https://maps.google.com/?cid=3064601212267479833&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4,,,EVET,HAYIR,0,,,,
Auto King - Balıkesir Oto Ekspertiz Merkez,Auto King,Balıkesir,Karesi,"Yeni Sanayi Sitesi, Paşa Alanı, 19 Ağustos Cd. No:98, 10085 Karesi/Balıkesir, Türkiye",0541 610 10 34,,,,https://maps.google.com/?cid=10095893670502235542&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
Pilot Garage Balıkesir Oto Ekspertiz,Pilot Garage,Balıkesir,Karesi,"Yeni sanayi sitesi 2.kapı girişi Cumhuriyet Cad 16.Sok No 17, Paşa Alanı, 10010 Karesi/Balıkesir, Türkiye",0536 413 43 81,,,,https://maps.google.com/?cid=3604634429856288319&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,6",,,EVET,HAYIR,0,,,,
DYNOBİL Balıkesir Oto Ekspertiz,Bağımsız,Balıkesir,Karesi,"Paşa Alanı, 18. Sk. 17 A, 10020 Karesi/Balıkesir, Türkiye",0541 469 12 77,,,,https://maps.google.com/?cid=13381902345592197996&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,7",,,EVET,HAYIR,0,,,,
